id,title,authors,languages,subjects,copyright,media_type,download_count
23393,Japanische Märchen,,de,Fairy tales; Folklore -- Japan,False,Text,1028
2229,Faust: Der Tragödie erster Teil,"Goethe, Johann Wolfgang von",de,"Faust, -approximately 1540 -- Drama; German poetry; Legends -- Germany -- Drama; Magicians -- Drama",False,Text,1012
21593,Das Urteil: Eine Geschichte,"Kafka, Franz",de,Conflict of generations -- Fiction; Fathers and sons -- Fiction,False,Text,964
34099,"In Stahlgewittern, aus dem Tagebuch eines Stoßtruppführers","Jünger, Ernst",de,"Jünger, Ernst, 1895-1998; Soldiers -- Germany -- Diaries; World War, 1914-1918 -- Personal narratives, German",False,Text,947
34811,Buddenbrooks: Verfall einer Familie,"Mann, Thomas",de,Domestic fiction; Families -- Fiction; Germany -- Fiction,False,Text,933
65661,Der Zauberberg. Erster Band,"Mann, Thomas",de,Germany -- Fiction; Sanatoriums -- Fiction,False,Text,931
47406,Aphorismen zur Lebensweisheit,"Schopenhauer, Arthur",de,Conduct of life; Maxims; Philosophy,False,Text,922
71059,Constantinople,"Gautier, Théophile",fr,Istanbul (Turkey) -- Description and travel,False,Text,916
74404,Jeunesse,"Wagner, Charles",fr,Conduct of life; Youth,False,Text,916
11748,French Conversation and Composition,"Wann, Harry Vincent",en; fr,French language -- Composition and exercises,False,Text,915
17161,Max und Moritz: Eine Bubengeschichte in sieben Streichen,"Busch, Wilhelm",de,"Children's poetry, German; Practical jokes -- Juvenile poetry; Wit and humor",False,Text,883
56327,Fables de La Fontaine,"La Fontaine, Jean de",fr,"Aesop's fables -- Adaptations; Fables, French; Fables, Greek -- Adaptations",False,Text,878
74429,"L'homme né de la guerre : $b témoignage d'un converti (Yser-Artois, 1915)","Ghéon, Henri",fr,"Catholic converts -- France; World War, 1914-1918 -- Personal narratives, French; World War, 1914-1918 -- Religious aspects",False,Text,877
40739,Die Traumdeutung,"Freud, Sigmund",de,Dream interpretation; Dreams; Psychoanalysis,False,Text,817
74449,Westmark : $b Roman aus dem Elsaß,"Lienhard, Friedrich",de,Alsace (France) -- Fiction; Families -- Fiction,False,Text,801
41211,La Comédie humaine - Volume 01,"Balzac, Honoré de",fr,France -- Social life and customs -- 19th century -- Fiction,False,Text,792
70956,Clerambault : $b Histoire d'une conscience libre pendant la guerre,"Rolland, Romain",fr,"World War, 1914-1918 -- Fiction",False,Text,791
19778,Alice's Abenteuer im Wunderland,"Carroll, Lewis",de,Alice (Fictitious character from Carroll) -- Juvenile fiction; Children's stories; Fantasy fiction; Imaginary places -- Juvenile fiction,False,Text,790
74434,La vie et la mort de M. de Tournèves,"Derennes, Charles",fr,French fiction -- 20th century; Short stories,False,Text,757
70995,Lectures pour une ombre,"Giraudoux, Jean",fr,"World War, 1914-1918 -- Personal narratives, French",False,Text,756
20051,Märchen der Gebrüder Grimm 2,"Grimm, Jacob; Grimm, Wilhelm",de,Fairy tales -- Germany,False,Sound,749
54873,Vingt mille lieues sous les mers,"Verne, Jules",fr,Adventure stories; Science fiction; Sea stories; Submarines (Ships) -- Fiction; Underwater exploration -- Fiction,False,Text,744
22741,Physiologie du goût,Brillat-Savarin,fr,Gastronomy,False,Text,739
43901,Lettres de Madame de Sévigné: Précédées d'une notice sur sa vie et du traité sur le style épistolaire de Madame de Sévigné,"Sévigné, Marie de Rabutin-Chantal, marquise de",fr,"Authors, French -- 17th century -- Correspondence; Sévigné, Marie de Rabutin-Chantal, marquise de, 1626-1696 -- Correspondence",False,Text,723
62147,Au temps de l'innocence,"Wharton, Edith",fr,Domestic fiction; Love stories; Married people -- Fiction; New York (N.Y.) -- Fiction; Separated people -- Fiction; Triangles (Interpersonal relations) -- Fiction; Upper class -- Fiction,False,Text,723
28718,"Les crimes de l'amour: Précédé d'un avant-propos, suivi des idées sur les romans, de l'auteur des crimes de l'amour à Villeterque, d'une notice bio-bibliographique du marquis de Sade: l'homme et ses écrits et du discours prononcé par le marquis de Sade à la section des piques.","Sade, marquis de",fr,"Erotic literature, French",False,Text,716
49908,Unterm Rad,"Hesse, Hermann",de,Education -- Germany -- Fiction; Germany -- Fiction,False,Text,703
74412,Tolstoï,"Zweig, Stefan",fr,"Tolstoy, Leo, graf, 1828-1910",False,Text,701
74398,Seule,"Ardel, Henri",fr,French fiction -- 20th century,False,Text,698
43759,Geflügelte Worte: Der Citatenschatz des deutschen Volkes,"Büchmann, Georg; Robert-tornow, Walter",de,"Quotations; Quotations, German",False,Text,696
43761,La Pensée de l'Humanité: Dernière oeuvre de L. Tolstoï,"Tolstoy, Leo, graf",fr,"Philosophy -- Quotations, maxims, etc.",False,Text,694
74455,La survivante,"Balde, Jean",fr,Artists' spouses -- Fiction; France -- Social life and customs -- 20th century -- Fiction; French fiction -- 20th century; Widows -- Fiction,False,Text,678
39765,"Les français peints par eux-mêmes, tome 1",,fr,Costume -- France; France -- Social life and customs; Paris (France) -- Social life and customs,False,Text,670
62215,Le Fantôme de l'Opéra,"Leroux, Gaston",fr,Composers -- Fiction; French fiction -- 20th century; Horror tales; Musical fiction; Opera -- Fiction; Paris (France) -- Fiction; Phantom of the Opera (Fictitious character) -- Fiction,False,Text,667
39762,Etymologisches Wörterbuch der deutschen Seemannssprache,"Goedel, Gustav",de,Naval art and science -- Dictionaries -- German; Sailors -- Germany -- Language -- Dictionaries; Seafaring life -- Dictionaries -- German,False,Text,650
38126,Der Untertan,"Mann, Heinrich",de,"German fiction -- 20th century; Germany -- Politics and government -- Fiction; Satire, German",False,Text,649
74459,Refaire l'amour : $b roman,Rachilde,fr,French fiction -- 20th century,False,Text,646
18143,Roméo et Juliette: Tragédie,"Shakespeare, William",fr,Conflict of generations -- Drama; Juliet (Fictitious character) -- Drama; Romeo (Fictitious character) -- Drama; Tragedies; Vendetta -- Drama; Verona (Italy) -- Drama; Youth -- Drama,False,Text,644
74448,"Le voyage immobile, suivi d'autres histoires singulières","Renard, Maurice",fr,"Science fiction, French; Short stories, French",False,Text,642
12246,Œuvres complètes de François Villon: Suivies d'un choix des poésies de ses disciples,"Villon, François",fr,French poetry -- To 1500,False,Text,636
37266,Reigen: Zehn Dialoge,"Schnitzler, Arthur",de,Adultery -- Drama; Love -- Drama; Man-woman relationships -- Drama; Prostitutes -- Drama; Vienna (Austria) -- Social life and customs -- Drama,False,Text,628
4650,"Candide, ou l'optimisme",Voltaire,fr,Optimism -- Fiction; Satire,False,Text,615
14790,Contes du jour et de la nuit,"Maupassant, Guy de",fr,"French fiction -- 19th century; Short stories, French",False,Text,606
27044,Les mutations du livre,"Lebert, Marie",fr,Electronic books,True,Text,604
18812,Douze ans de séjour dans la Haute-Éthiopie,"Abbadie, Arnauld d'",fr,"Abbadie, Arnauld d', 1815-1894; Ethiopia -- Description and travel; Ethiopia -- History -- 19th century",False,Text,599
46873,Zum ewigen Frieden: Ein philosophischer Entwurf,"Kant, Immanuel",de,International organization; Peace,False,Text,596
24249,Die Harzreise,"Heine, Heinrich",de,German poetry -- 19th century; Harz Mountains (Germany) -- Description and travel,False,Text,585
60360,Der Wille zur Macht: Eine Auslegung alles Geschehens,"Nietzsche, Friedrich Wilhelm",de,Nihilism (Philosophy); Philosophy; Power (Philosophy); Values,False,Text,585
2403,Die Wahlverwandtschaften,"Goethe, Johann Wolfgang von",de,"Adultery -- Fiction; Aristocracy (Social class) -- Fiction; German fiction -- 19th century; Love stories, German; Social problems -- Fiction",False,Text,584
29302,"Poésies complètes,: avec préface de Paul Verlaine et notes de l'éditeur","Rimbaud, Arthur",fr,French poetry -- 19th century,False,Text,584
69327,Der Prozess: Roman,"Kafka, Franz",de,Allegories; Trials -- Fiction,False,Text,583
28891,Le Cabinet des Fées: Or Recreative Readings Arranged for the Express Use of Students in French,,fr,Fairy tales; French language -- Readers,False,Text,582
6343,Kritik der reinen Vernunft: Zweite hin und wieder verbesserte Auflage (1787),"Kant, Immanuel",de,"Causation; Knowledge, Theory of; Philosophy, German; Reason",False,Text,581
10775,Le Horla,"Maupassant, Guy de",fr,"French fiction -- 19th century; Short stories, French",False,Text,580
39573,Die Germania,"Tacitus, Cornelius",de,Germanic peoples -- Early works to 1800,False,Text,571
57584,The Book of the Homeless (Le livre des sans-foyer),,en; fr,"World War, 1914-1918",False,Text,571
14158,De l'origine des espèces,"Darwin, Charles",fr,Evolution (Biology); Natural selection,False,Text,566
47804,Die Räuber: Ein Schauspiel,"Schiller, Friedrich",de,Brothers -- Drama; German drama; Inheritance and succession -- Drama; Tragedies,False,Text,565
74386,Einer Mutter Sohn,"Viebig, Clara",de,Adopted children -- Fiction; Berlin (Germany) -- Fiction,False,Text,555
12108,Der Tod in Venedig,"Mann, Thomas",de,Homosexuality -- Fiction; Middle age -- Fiction; Parables; Psychological fiction; Venice (Italy) -- Fiction,False,Text,552
74411,Le printemps tourmenté,"Margueritte, Paul",fr,"Authors, French -- 19th century -- Biography; Margueritte, Paul, 1860-1918",False,Text,552
35312,Aus dem Leben eines Taugenichts: Novelle,"Eichendorff, Joseph, Freiherr von",de,Bildungsromans; Fathers and sons -- Fiction; German fiction; Young men -- Fiction,False,Text,546
36528,Monsieur Vénus,Rachilde,fr,French fiction; Man-woman relationships -- Fiction; Sex role -- Fiction; Social classes -- Fiction,False,Text,546
27035,Entretiens / Interviews / Entrevistas,"Lebert, Marie",en; es; fr,Internet; World Wide Web,True,Text,544
7000,Kalevala,,fi,Finnish poetry,False,Text,535
34717,Die Verwirrungen des Zöglings Törleß,"Musil, Robert",de,Adolescence -- Fiction; Authoritarianism -- Fiction; Military education -- Fiction,False,Text,534
74407,Danton : $b Kolminäytöksinen vallankumousnäytelmä,"Rolland, Romain",fi,"Danton, Georges Jacques, 1759-1794 -- Drama",False,Text,529
74453,Veillées d'Auvergne,"Ajalbert, Jean",fr,Auvergne (France) -- Description and travel,False,Text,528
34222,Das Unheimliche,"Freud, Sigmund",de,"Psychoanalysis; Uncanny, The (Psychoanalysis)",False,Text,513
65662,Der Zauberberg. Zweiter Band,"Mann, Thomas",de,Germany -- Fiction; Sanatoriums -- Fiction,False,Text,513
2407,Die Leiden des jungen Werther — Band 1,"Goethe, Johann Wolfgang von",de,Germany -- Social life and customs -- Fiction; Unrequited love -- Fiction; Young men -- Germany -- Fiction,False,Text,504
38760,"L'Illustration, No. 3664, 17 Mai 1913",Various,fr,Illustrated periodicals -- France,False,Text,502
45150,Dictionnaire érotique moderne,"Delvau, Alfred",fr,"Erotic literature; French language -- Glossaries, vocabularies, etc.; French language -- Slang; French language -- Terms and phrases",False,Text,502
18610,Éloge du sein des femmes: Ouvrage curieux,"Mercier de Compiègne, Claude-François-Xavier",fr,Breast,False,Text,501
44956,"Anna Karenina, 1. Band","Tolstoy, Leo, graf",de,Adultery -- Fiction; Didactic fiction; Love stories; Married women -- Fiction; Russia -- Fiction; Russian fiction -- Translations into German,False,Text,494
17809,Sous le burnous,"France, Hector",fr,Algeria -- Fiction; Algeria -- Social life and customs -- Fiction,False,Text,490
30165,Die Abenteuer Tom Sawyers,"Twain, Mark",de,"Adventure stories; Bildungsromans; Boys -- Fiction; Child witnesses -- Fiction; Humorous stories; Male friendship -- Fiction; Mississippi River Valley -- Fiction; Missouri -- Fiction; Runaway children -- Fiction; Sawyer, Tom (Fictitious character) -- Fiction",False,Text,489
74465,Le divorce de Cady : $b roman,"Pert, Camille",fr,French fiction -- 20th century,False,Text,488
800,Le tour du monde en quatre-vingts jours,"Verne, Jules",fr,Adventure stories; Voyages around the world -- Fiction,False,Text,487
22575,Le Tour du Monde; Afrique Orientale: Journal des voyages et des voyageurs; 2. sem. 1860,Various,fr,Geography -- Pictorial works -- Periodicals; Travelers -- Periodicals; Voyages and travels -- Periodicals,False,Text,483
14343,Poésies de Charles d'Orléans,"Charles, d'Orléans",fr,French poetry -- To 1500,False,Text,480
45661,L'Âme aux deux patries: Sieben Studien,"Kolb, Annette",de,France -- Relations -- Germany; German essays; Germany -- Relations -- France,False,Text,479
55456,Aventures d'Alice au pays des merveilles,"Carroll, Lewis",fr,Alice (Fictitious character from Carroll) -- Juvenile fiction; Children's stories; Fantasy fiction; Imaginary places -- Juvenile fiction,False,Text,479
56149,A rebours,"Huysmans, J.-K. (Joris-Karl)",fr,Aesthetics -- Fiction; French fiction -- 19th century,False,Text,479
74446,L'âge d'or,"Jaloux, Edmond",fr,French fiction -- 20th century,False,Text,478
74420,Le rêve de Suzy,"Ardel, Henri",fr,French fiction -- 20th century,False,Text,475
7204,Jenseits von Gut und Böse,"Nietzsche, Friedrich Wilhelm",de,"Ethics; Philosophy, German",False,Text,474
39171,Manuel de la politesse des usages du monde et du savoir-vivre,"Rostaing, Jules",fr,Etiquette,False,Text,470
6342,Kritik der reinen Vernunft: (Erste Fassung 1781),"Kant, Immanuel",de,"Causation; Knowledge, Theory of; Philosophy, German; Reason",False,Text,468
19163,Märchen für Kinder,"Andersen, H. C. (Hans Christian)",de,Fairy tales -- Denmark,False,Text,464
5322,Woyzeck,"Büchner, Georg",de,Germany -- Drama; Murderers -- Drama; Soldiers -- Mental health -- Drama,False,Text,463
17990,"Le comte de Monte-Cristo, Tome II","Dumas, Alexandre; Maquet, Auguste",fr,"Adventure stories; Dantès, Edmond (Fictitious character) -- Fiction; France -- History -- 19th century -- Fiction; Historical fiction; Pirates -- Fiction; Prisoners -- Fiction; Revenge -- Fiction",False,Text,463
30655,Ein Hungerkünstler,"Kafka, Franz",de,Fiction; Short stories,False,Text,461
